nom	ville	province	region	telephone	email	site_web	source_url
Frantoio Oleario Bigucci di Bigucci Francesco & Federica & C. Snc	San Giovanni in Marignano	RN	Emilia-Romagna	541955196		https://www.bigucci.it	https://www.paginegialle.it/frantoiooleariobiguccidibiguccifrancescofedericacsnc-sangiovanniinma
Oleificio Pasquinoni	Cerasolo Ausa	RN	Emilia-Romagna	5.41759E+18		https://wa.me/+393888347511?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/coriano-rn/frantoi-oleari/oleificio-pasquinoni-s-r-l
Oleificio Sapigni	Villa Verucchio	RN	Emilia-Romagna	5.41679E+18		https://wa.me/+393356351312?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/verucchio-rn/frantoi-oleari/oleificio-sapigni-di-sapigni-gabriella-and-c-s-n-c
Frantoio Olive Ossani	Brisighella	RA	Emilia-Romagna	5.46812E+27		https://wa.me/+393393132541?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/brisighella-ra/frantoi-oleari/luciano-maurizio-ossani_2
Frantoio Tradizionale Paganelli	Santarcangelo di Romagna	RN	Emilia-Romagna	541629720			https://www.paginegialle.it/santarcangelo-di-romagna-rn/frantoi-oleari/frantoio-tradizionale-paganelli-benito
Oleificio Angelini S.n.c. di Angelini Ferdinando Adamo e Ricardo	Coriano	RN	Emilia-Romagna	541657177			https://www.paginegialle.it/coriano-rn/frantoi-oleari/oleificio-angelini-s-n-c-di-angelini-ferdinando-adamo-e-ricardo
Oleificio dei Castelli di Cepelli & C. S.n.c.	Vezzano sul Crostolo	RE	Emilia-Romagna	5.22606E+18			https://www.paginegialle.it/vezzano-sul-crostolo-re/oleificio-castelli-cepelli-benito-sergio-c.
Oleificio Montanari di Montanari Guglielmina e Rosanna S.n.c.	Santarcangelo di Romagna	RN	Emilia-Romagna	541627116			https://www.paginegialle.it/santarcangelo-di-romagna-rn/frantoi-oleari/oleificio-montanari-di-montanari-guglielmina-e-rosanna-s-n-c
Oleificio Pasquinoni S.r.l.	Cerasolo Ausa	RN	Emilia-Romagna	541759225			https://www.paginegialle.it/cerasolo-ausa-rn/frantoi-oleari/oleificio-pasquinoni-s-r-l
Oleificio Pecci S.a.s. di Pecci Loris e C.	Morciano di Romagna	RN	Emilia-Romagna	541988238			https://www.paginegialle.it/morciano-di-romagna-rn/frantoi-oleari/simonazzi-silvio_2
Oleificio Ponterosso di Parma Luca & Giorgi Marco S.n.c.	Saludecio	RN	Emilia-Romagna	3275715743		https://wa.me/+393275715743?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/saludecio-rn/frantoi-oleari/oleificio-ponterosso
Oleificio Zucchi S.p.a. O	Sassuolo	MO	Emilia-Romagna	372532111			https://www.paginegialle.it/sassuolo-mo/frantoi-oleari/oleificio-zucchi
Oleifici Vasconi S.N.C.Di Vasconi Gianluigi & C.	Rimini	RN	Emilia-Romagna	5.41386E+18			https://www.paginegialle.it/rimini-rn/frantoi-oleari/oleificio-vasconi-vasconi-dr.gianluigi-c.
Americo Coppini & Figlio S.r.l.	San Secondo Parmense	PR	Emilia-Romagna	800860362			https://www.paginegialle.it/san-secondo-parmense-pr/frantoi-oleari/olio-perla-coppini-ernesto-c.
Baldiserri Davide	Roncofreddo	FC	Emilia-Romagna	541949568			https://www.paginegialle.it/roncofreddo-fc/frantoi-oleari/baldiserri-davide
Belluzzi Marino Benedetto	Città di San Marino	SM	Emilia-Romagna	549900106			https://www.paginegialle.it/citta-di-san-marino-sm/frantoi-oleari/belluzzi-marino-benedetto
Ciuffoli Sante Nazzaro & C. S.a.s.	Saludecio	RN	Emilia-Romagna	541850249			https://www.paginegialle.it/saludecio-rn/frantoi-oleari/ciuffoli-sante-nazzaro
Di Lena Lorenzo	San Giovanni in Marignano	RN	Emilia-Romagna	3332196213		https://wa.me/+393332196213?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/san-giovanni-in-marignano-rn/frantoi-oleari/di-lena-lorenzo
Fabbri Enrico	Coriano	RN	Emilia-Romagna	541657126			https://www.paginegialle.it/coriano-rn/fabbri-p-a-enrico
F.lli Covezzi di Covezzi Davide e C. S.a.s.	San Felice sul Panaro	MO	Emilia-Romagna	53584421			https://www.paginegialle.it/san-felice-sul-panaro-mo/frantoi-oleari/f.lli-covezzi-covezzi-davide-c.
Ristorante Pizzeria agli Antichi Orti	Città di San Marino	SM	Emilia-Romagna	5.49992E+18		https://wa.me/+393735299832?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/antichiorti-sanmarino
Frigomeccanica Spa	Sala Baganza	PR	Emilia-Romagna	521835666			https://www.paginegialle.it/frigomeccanicaspa
Cantina Sociale Masone - Campogalliano S.C.A.	Reggio nell'Emilia	RE	Emilia-Romagna	522340113			https://www.paginegialle.it/cantinasocialemasone
Emilia Wine S.C.A.	Scandiano	RE	Emilia-Romagna	522989107			https://www.paginegialle.it/emilia-wine-scandiano
Cantina S.Croce	Carpi	MO	Emilia-Romagna	59664007			https://www.paginegialle.it/cantinasantacroce
Le Romagnole	Lugo	RA	Emilia-Romagna	545284811			https://www.paginegialle.it/leromagnole-lugo
Cantina Sociale Cooperativa della Valtidone Soc.Coop. a R.L.	Borgonovo Val Tidone	PC	Emilia-Romagna	5.23823E+38			https://www.paginegialle.it/borgonovo-val-tidone-pc/cantine-sociali/cantina-sociale-cooperativa-valtidone-soc.coop.-r.
Cantina Sociale di Vicobarone Societa' Cooperativa	Ziano Piacentino	PC	Emilia-Romagna	523868522			https://www.paginegialle.it/vicobarone-pc/cantina-sociale-vicobarone-societa-cooperativa_2
Cantina Valsamoggia	Bazzano	BO	Emilia-Romagna	51830962			https://www.paginegialle.it/bazzano-bo/cantine-sociali/cantina-di-carpi-e-sorbara-societa-agricola-cooperativa
- Cantina di S Croce Societa' Agricola Cooperativa	Carpi	MO	Emilia-Romagna	59664007			https://www.paginegialle.it/carpi-mo/cantine-sociali/cantina-di-s-croce-societa-agricola-cooperativa_20701443
Azienda Elena di Cunial Dr. Gianmaria	Traversetolo	PR	Emilia-Romagna	5.21342E+18		https://wa.me/+393482891903?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/traversetolo-pr/cantine-sociali/azienda-elena-di-cunial-dr-gianmaria
Cantina dei Colli Romagnoli	Savignano sul Rubicone	FC	Emilia-Romagna	5.41945E+18			https://www.paginegialle.it/savignano-sul-rubicone-fc/cantine-sociali/cantina-colli-romagnoli-societa-cooperativa-agrico_2
Cantina Forlì Predappio	Forlì	FC	Emilia-Romagna	5.43477E+38			https://www.paginegialle.it/forli-fc/cantine-sociali/cantina-forli-predappio-societa-agricola-cooperativa
Cantina Forlì Predappio	Predappio	FC	Emilia-Romagna	543922124			https://www.paginegialle.it/predappio-fc/cantine-sociali/cantina-forli-predappio
Cantina Forli' Predappio	Forlì	FC	Emilia-Romagna	543477211			https://www.paginegialle.it/forli-fc/cantina-forli-predappio
Cantina Forli' Predappio	Forlì	FC	Emilia-Romagna	54332672			https://www.paginegialle.it/forli-fc/cantine-sociali/cantina-forli-predappio_5
Cantina Sociale Cooperativa della Valtidone Soc.Coop. a R.L.	Castelvetro Piacentino	PC	Emilia-Romagna	523862168			https://www.paginegialle.it/castelvetro-piacentino-pc/cantine-sociali/cantina-sociale-cooperativa-della-valtidone-soc-coop-a-r-l
Cantina Sociale di Gualtieri	Gualtieri	RE	Emilia-Romagna	5.22829E+17			https://www.paginegialle.it/gualtieri-re/cantine-sociali/gualtieri-cantina
Cantina Sociale di Limidi Soliera e Sozzigalli Societa' Cooperativa Agricola	Soliera	MO	Emilia-Romagna	59561612			https://www.paginegialle.it/soliera-mo/cantine-sociali/cantina-sociale-di-limidi-soliera-e-sozzigalli-societa
Cantina Sociale di Puianello e Coviolo Societa' Cooperativa Agric Ola	Quattro Castella	RE	Emilia-Romagna	5.2288E+28			https://www.paginegialle.it/quattro-castella-re/cantine-sociali/cantina-puianello-coviolo-s.c.a
Cantina Sociale di San Martino in Rio Societa' Cooperativa Agricola	San Martino in Rio	RE	Emilia-Romagna	5.22696E+18			https://www.paginegialle.it/san-martino-in-rio-re/cantine-sociali/cantina-sociale-san-martino-rio-societa-cooperativ_2
Cantina Sociale Formigine Pedemontana Societa' Agricola Cooperati Va	Formigine	MO	Emilia-Romagna	5.95526E+36			https://www.paginegialle.it/formigine-mo/cantine-sociali/cantina-sociale-formigine-pedemontana-soc-agr-coop
Cantina Sociale Masone - Campogalliano S.C.A.	Campogalliano	MO	Emilia-Romagna	59526905			https://www.paginegialle.it/campogalliano-mo/cantine-sociali/cantina-sociale-masone-campogalliano-s-c-a
Borgoverde	San Biagio di Callalta	TV	Veneto	422895222			https://www.paginegialle.it/societa-agricola-borgoverde-tv
La Roccola Cantina & Agriturismo	Cinto Euganeo	PD	Veneto	4.29943E+17		https://wa.me/+393518758169?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/laroccolasocietaagricoladibellucoaec
Agriturismo Le Mesine - Azienda Agricola	Valdobbiadene	TV	Veneto	4.2398E+18		https://wa.me/+393485935448?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/agriturismo-azienda-agricola-le-mesine-valdobbiadene-tv
Ca' Manin Enoteca B&B	Vo'	PD	Veneto	499940502			https://www.paginegialle.it/ca-manin-enoteca-beb
De Riz Societa' Agricola S.S.	San Pietro di Feletto	TV	Veneto	4.38784E+18		https://wa.me/+393298427452?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/aziendavitivinicoladeriz
Societa' Agricola Spiazzi Vivai	Pastrengo	VR	Veneto	457170719			https://www.paginegialle.it/societa-agricola-spiazzi-vivai-pastrengo-vr
Azienda Agricola Ca' Venzona	San Michele al Tagliamento	VE	Veneto	4.31513E+17			https://www.paginegialle.it/azienda-aggricola-cavenzona-ve
Azienda Vinicola Colferai	Col San Martino	TV	Veneto	4.38898E+18			https://www.paginegialle.it/aziendavinicolacolferaifarradisoligo
Montecariano - Azienda Agricola - Cantina Vini	San Pietro in Cariano	VR	Veneto	456838335			https://www.paginegialle.it/montecariano-vini-spumanti-vr
Azienda Agricola Ca' dei Fiori S.S.	Valdobbiadene	TV	Veneto	4.239E+18		https://wa.me/+393338034730?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/viniespumanticadeifiori
De Rosso Narciso Azienda Agricola	Susegana	TV	Veneto	3.47263E+19		https://wa.me/+393472634135?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/derossonarciso-derossonarciso
Zane Remo	Cerea	VR	Veneto	44280584			https://www.paginegialle.it/zane-remo-cerea
Azienda Agricola Boscaini Carlo	Sant'Ambrogio di Valpolicella	VR	Veneto	457731412			https://www.paginegialle.it/boscainicarlo
Gian Battista Lavarini Azienda Agricola	Negrar di Valpolicella	VR	Veneto	457513285			https://www.paginegialle.it/societa-agricola-lavarini-gianbattista-vr
Agriturismo Casa Marini	Caldogno	VI	Veneto	4.44586E+18		https://wa.me/+393407025327?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/casamarini
Agricola Cottini	Marano di Valpolicella	VR	Veneto	4.57702E+48		https://wa.me/+393470063842?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/agricolacottini
Cantina San Martino	Farra di Soligo	TV	Veneto	4.38898E+18		https://wa.me/+393333360166?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/azienda-agricola-cantina-san-martino-farra-di-soligo-tv
Società Agricola I Stefanini	Costalunga	VR	Veneto	3516146709		https://wa.me/+393516146709?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/aziendaagricolaistefanini
Vendrame Daniele Uria Molini Cereali Mangimi	Vazzola	TV	Veneto	4.38441E+18		https://wa.me/+393939346301?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/molinicerealimangimi-vendramedaniele
Ai Rore'	Refrontolo	TV	Veneto	4.38894E+17		https://wa.me/+39336643510?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/azienda-vinicola-ai-rore-refrontolo-tv
Latteria di Soligo Soc. Coop. Agricola	Soligo	TV	Veneto	438985111			https://www.paginegialle.it/latteria-soligo-bottega-tv
Azienda Agricola Tamburino Sardo	Sommacampagna	VR	Veneto	4.55162E+17		https://wa.me/+393358133520?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/enoteca-cantina-tamburino-sardo-sommacampagna
Azienda Agricola Bortolato Gianni e Lavorazioni C/Terzi	Mogliano Veneto	TV	Veneto	415970208			https://www.paginegialle.it/azienda_agricola_bortolato_gianni_mogliano_veneto
Agriturismo Jagerhaus	Cortina d'Ampezzo	BL	Veneto	436860155			https://www.paginegialle.it/agriturismojagerhaus
Marchesin Commerciale	Dueville	VI	Veneto	444590134			https://www.paginegialle.it/marchesincommerciale
Primula Societa' Cooperativa Sociale	Valdagno	VI	Veneto	445488252			https://www.paginegialle.it/primula-societa-cooperativa-sociale
Farsi Prossimo Societa' Cooperativa Sociale - Onlus	Verona	VR	Veneto	458104239			https://www.paginegialle.it/farsiprossimo
Cooperativa Sociale Servizi Associati C.S.S.A. Soc. Coop. Arl	Spinea	VE	Veneto	415089911			https://www.paginegialle.it/cooperativasocialecssa
L'Alba  Società Cooperativa Sociale	Noventa Vicentina	VI	Veneto	444887213			https://www.paginegialle.it/tipografia-l-alba-noventa-vicentina
Insieme Si Può Soc.Coop. Sociale	Treviso	TV	Veneto	422325711			https://www.paginegialle.it/insiemesipuo
Dumia Società Cooperativa Sociale Onlus	Feltre	BL	Veneto	43983608			https://www.paginegialle.it/dumia-feltre
Un Segno di Pace Soc. Coop. Sociale Onlus	Marostica	VI	Veneto	42477922			https://www.paginegialle.it/unsegnodipace-marostica
Il Ponte	Schio	VI	Veneto	445575538			https://www.paginegialle.it/il-ponte-schio-vi
Apothema	Vicenza	VI	Veneto	444926171			https://www.paginegialle.it/apothemacoop
C.P.L. SERVIZI	San Bonifacio	VR	Veneto	457610884			https://www.paginegialle.it/coopcplservizi
Portabagagli Multiservice Soc.Coop.	Marghera	VE	Veneto	4.19281E+16			https://www.paginegialle.it/portabagaglimultiservice
Società Cooperativa Sociale Il Gabbiano – Il Pino	Fratta	VE	Veneto	421248030			https://www.paginegialle.it/gabbpino
Attiva Servizi Soc. Coop.	Marghera	VE	Veneto	41921789			https://www.paginegialle.it/attivaservizi
A.F. Multiservice Soc. Coop.	Marghera	VE	Veneto	4.18011E+28		https://wa.me/+393896713755?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/afmultiservice
Confcooperative Verona	Verona	VR	Veneto	458101288			https://www.paginegialle.it/confcooperative-verona
Fager - Societa' Cooperativa	Sanguinetto	VR	Veneto	4.42081E+18		https://wa.me/+393457098786?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/fager-societa-cooperativa-sanguinetto
Ails Società Cooperativa Sociale	Ponzano Veneto	TV	Veneto	4.2296E+18		https://wa.me/+393386661536?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/ails-societa-cooperativa-sociale-ponzano-veneto-tv
Cooperativa Sociale S. Gaetano Thiene	Thiene	VI	Veneto	445381045			https://www.paginegialle.it/cooperativa-sociale-s-gaetano-thiene
Cooperativa Novacop	Maserà di Padova	PD	Veneto	3356396587		https://wa.me/+393356396587?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/cooperativanovacopmaseradipadova
PrivatAssistenza	Villafranca di Verona	VR	Veneto	4.56303E+18		https://wa.me/+393479203863?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/privata-assistenza-anziani-badanti-infermieri
Bassano Solidale Societa' Cooperativa Sociale	Bassano del Grappa	VI	Veneto	424238291			https://www.paginegialle.it/bassanosolidalesocietacooperativasociale-bassanodelgrappa
Bizzart società cooperativa sociale	Vicenza	VI	Veneto	3407101551		https://wa.me/+393407101551?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/bizzartsocietcooperativasociale-vicenza
Consorzio C.O.P.E.S. S.C. a R.L.	Verona	VR	Veneto	458521623			https://www.paginegialle.it/consorziocopesscarl-verona
Cooperativa Cernitrici Frutta Co.Cer Frutta	Verona	VR	Veneto	458626058			https://www.paginegialle.it/cooperativacernitricifruttacocerfrutta-verona
Cooperativa Jolly verona	Verona	VR	Veneto	3888334878		https://wa.me/+393888334878?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/cooperativajollyverona-verona
Antica Masseria	Saccolongo	PD	Veneto	3.92202E+19		https://wa.me/+393922023112?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/saccolongo-pd/ristoranti/antica-masseria_T10977654
La Masseria Restaurant	Venezia	VE	Veneto	41959053			https://www.paginegialle.it/mestre-ve/ristoranti/masseria-restaurant
La Masseria di Polverara	Polverara	PD	Veneto	495855177			https://www.paginegialle.it/polverara-pd/aziende-agricole/masseria-polverara
La Masseria Trattoria di Mare	Maserà di Padova	PD	Veneto	3408668399		https://wa.me/+393408668399?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/masera-di-padova-pd/pizzerie/cinque-stelle-massimo-tasinato-c
Frantoio Malga Monte Asolone	Pove del Grappa	VI	Veneto	4.2455E+28		https://wa.me/+393341938085?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/malga-sociale-monte-asolone-vi
Redoro Frantoi Veneti	Grezzana	VR	Veneto	45907622			https://www.paginegialle.it/redoro
Olearia del Garda	Bardolino	VR	Veneto	4.56211E+18			https://www.paginegialle.it/oleariadelgarda
Frantoio Contri Fratelli	Cazzano di Tramigna	VR	Veneto	4.57821E+18		https://wa.me/+393491946258?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/contrifrantoio
Frantoio Bonamini	Illasi	VR	Veneto	456520558			https://www.paginegialle.it/bonaminiolio-illasi
Villa Arvedi	Grezzana	VR	Veneto	45907045			https://www.paginegialle.it/oleificioarvedi
Frantoio Ballarini	Cazzano di Tramigna	VR	Veneto	457820543		http://www.olioballarini.it	https://www.paginegialle.it/frantoioballarinisasdiballarinivittorioc-cazzanoditramigna
Frantoio Oleario di Azzolin Alberto	Colceresa	VI	Veneto	3926548013		https://wa.me/+393926548013?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/frantoiooleariodiazzolinalberto-colceresa
Olio Viola Srl	Bardolino	VR	Veneto	457210143		https://www.olioviola.it	https://www.paginegialle.it/olioviolasrl-bardolino
Oleificio Piccoli Produttori Societa' Cooperativa	Brenzone sul Garda	VR	Veneto	4.5743E+18		https://wa.me/+393484734127?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/brenzone-sul-garda-vr/frantoi-oleari/oleificio-piccoli-produttori-societa-cooperativa
Antico Frantoio dalla Fina	Roncà	VR	Veneto	4.5745E+27		https://wa.me/+39347432232?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/ronca-vr/frantoi-oleari/antico-frantoio-dalla-fina-s-n-c-di-burati-and-c
Frantoio Degani di Degani Flavio e Fratelli S.n.c.	Negrar di Valpolicella	VR	Veneto	4.57501E+18		https://wa.me/+393293170550?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/negrar-vr/frantoi-oleari/frantoio-degani-degani-flavio-fratelli
Frantoio di Cornoleda	Cinto Euganeo	PD	Veneto	429647123			https://www.paginegialle.it/cinto-euganeo-pd/frantoio-di-cornoleda
Frantoio di Cornoleda S.a.s. di Zanaica Devis & C.	Cinto Euganeo	PD	Veneto	429647123			https://www.paginegialle.it/cinto-euganeo-pd/frantoi-oleari/frantoio-cornoleda-zanaica-devis-c
Frantoio di Valnogaredo S.a.s. di Barbiero Filippo & C.	Valnogaredo	PD	Veneto	429647224			https://www.paginegialle.it/valnogaredo-pd/frantoi-oleari/frantoio-valnogaredo-barbiero-paolo-c.
Frantoio per Olive Eredi Veronesi Emanuele S.r.l.	Lazise	VR	Veneto	4.5758E+28			https://www.paginegialle.it/lazise-vr/frantoi-oleari/frantoio-veronesi
Oleificio Cisano S.r.l.	Bardolino	VR	Veneto	4.56229E+28			https://www.paginegialle.it/bardolino-vr/museo-olio
Oleificio Sociale di Bardolino S.r.l.	Bardolino	VR	Veneto	4.5721E+28			https://www.paginegialle.it/bardolino-vr/frantoi-oleari/oleificio-sociale-bardolino
Oleificio Veronesi S.n.c. di Veronesi Saverio & C.	Verona	VR	Veneto	45526310			https://www.paginegialle.it/verona-vr/frantoi-oleari/oleificio-veronesi
Rizzi Angiolino & Figli	Marano di Valpolicella	VR	Veneto	457755028			https://www.paginegialle.it/rizziangiolinofigli-maranodivalpolicella-5D8E2A69-D5D0-CBCC-E050-020A3E743FB1
Azienda Agricola Ca' Rainene	Torri del Benaco	VR	Veneto	4.56297E+28			https://www.paginegialle.it/torri-del-benaco-vr/aziende-agricole/azienda-agricola-ca-rainene
Carapelli Firenze S.p.a.	Padova	PD	Veneto	495738103			https://www.paginegialle.it/padova-pd/carapelli-firenze
Consorzio per La Tutela dell'Olio Extravergine di Oliva Dop Garda	Cavaion Veronese	VR	Veneto	4.56297E+28			https://www.paginegialle.it/cavaion-veronese-vr/consorzi/consorzio-tutela-olio-extravergine-oliva-dop-garda
Fontanara S.r.l.	San Martino Buon Albergo	VR	Veneto	458780182			https://www.paginegialle.it/san-martino-buon-albergo-vr/frantoi-oleari/fontanara-s-r-l
Agriturismo Canova	Barbarano Mossano	VI	Veneto	444886283			https://www.paginegialle.it/agriturismo-canova-barbarano-mossano
Ristorante Vecchia Padova	Padova	PD	Veneto	498759680			https://www.paginegialle.it/ristorante-vecchia-padova-padova
Albergo Hotel Bellavista	San Zeno di Montagna	VR	Veneto	457285286			https://www.paginegialle.it/albergo-hotel-bellavista-san-zeno-di-montagna-vr
Villa Purano by Corte Mesa	Purano	VR	Veneto	3405938916		https://wa.me/+393405938916?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/villapurano
Salatin	Cordignano	TV	Veneto	438995928			https://www.paginegialle.it/salatinvini
Cantine Bertato S.r.l.	Villa del Conte	PD	Veneto	499325086		https://wa.me/+390499325086?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/cantinebertatosrl-villadelconte
Enoteca al Bosco	Cadoneghe	PD	Veneto	3516719126		https://wa.me/+393516719126?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/enotecaalbosco-cadoneghe
Arke' S.r.l.	Gambellara	VI	Veneto	3.20191E+69		https://wa.me/+393201906740?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/gambellara-vi/cantine-sociali/arke-s-a-s-di-maule-francesco-and-c
Azienda Agricola Begali Lorenzo	San Pietro in Cariano	VR	Veneto	457725148			https://www.paginegialle.it/san-pietro-in-cariano-vr/begali-coltivatore-diretto
Bacio della Luna Spumanti S.r.l. % Bacio della Luna Spumanti G.M. B.H.	Vidor	TV	Veneto	4.23983E+18			https://www.paginegialle.it/vidor-tv/bacio-luna-spumanti
B&B al Cantico di Samuele Guidolin	Colceresa	VI	Veneto	3356305490		https://wa.me/+393356305490?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/mason-vicentino-vi/cantine-sociali/bandb-al-cantico-di-samuele-guidolin
Cantina B. Bartolomeo da Breganze Soc.Coop. (A.R.L.)	Breganze	VI	Veneto	4.45873E+18			https://www.paginegialle.it/breganze-vi/cantine-sociali/cantina-b.-bartolomeo-breganze_2
Cantina B. Bartolomeo da Breganze Soc.Coop. (A.R.L.)	Breganze	VI	Veneto	4.45514E+18			https://www.paginegialle.it/breganze-vi/cantine-sociali/cantina-beato-bartolomeo-breganze
Cantina Colli Euganei	Vo'	PD	Veneto	4.9994E+77			https://www.paginegialle.it/vo-pd/cantine-sociali/viticoltori-riuniti-colli-euganei-societa-cooperat
Cantina di Conegliano e Vittorio Veneto Societa' Agricola Cooperativa	Conegliano	TV	Veneto	43822186			https://www.paginegialle.it/conegliano-tv/cantina-conegliano-vittorio-veneto-sac
Cantina Produttori Noale Societa' Cooperativa Agricola	Noale	VE	Veneto	415800811			https://www.paginegialle.it/noale-ve/cantine-sociali/cantina-produttori-noale-societa-cooperativa-agricola
Cantina Sociale Coop. di Vazzola	Vazzola	TV	Veneto	4.38441E+18			https://www.paginegialle.it/vazzola-tv/cantine-sociali/cantina-sociale-cooperativa
Cantina Sociale Coop. di Vazzola	Vazzola	TV	Veneto	438937210			https://www.paginegialle.it/vazzola-tv/cantine-sociali/cantina-sociale-coop-di-vazzola
Cantina Sociale di Orsago	Orsago	TV	Veneto	4.38992E+18			https://www.paginegialle.it/orsago-tv/cantine-sociali/cantina-sociale-orsago-sca
Cantina Sociale Montelliana e dei Colli Asolani Societa' Cooperativa Agricola	Montebelluna	TV	Veneto	42322661			https://www.paginegialle.it/montebelluna-tv/cantine-sociali/cantina-sociale-montelliana-e-dei-colli-asolani-societa
Cantina Sociale Ormelle	Ormelle	TV	Veneto	4.22745E+28			https://www.paginegialle.it/san-polo-di-piave-tv/cantine-sociali/cantina-sociale-ormelle-sca
Cantina Sociale Tezze	Vazzola	TV	Veneto	4.38488E+27		https://wa.me/+39335290135?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/vazzola-tv/cantine-sociali/cantina-sociale-tezze-di-piave-societa-agricola-cooperativa-in
International Juices	S. Ferdinando	RC	Calabria	966765267			https://www.paginegialle.it/aziende-agricole-international-juices-san-ferdinando
F.lli Parise Uova Fresche	Sant'Elia	CS	Calabria	9.84781E+18		https://wa.me/+393332538641?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/uovaavicolaflliparisecosenza
Prodotti Tipici Calabresi CASTROFRUTTA sas	Castrovillari	CS	Calabria	3201596663	castrofruttasas@gmail.com	https://www.castrofrutta.com	https://www.paginegialle.it/oliodiolivaanticomonte
Mat&Nik Toelettatura per Animali	Rende	CS	Calabria	9.84406E+18		https://wa.me/+393487983775?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/matenik
Azienda Agricola PianoGrande Aiello	Soveria Mannelli	CZ	Calabria	3791106464		https://wa.me/+393791106464?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/aiendaagricolaaiellogiovanni
Vivere appieno la terra	Belmonte Calabro	CS	Calabria	3487737857		https://wa.me/+393487737857?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/agenzia-rurale-vivere-a-pieno-la-terra
Serfunghi	Serra San Bruno	VV	Calabria	9.63772E+28		https://wa.me/+393358488420?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/serfunghicalabria
Azienda Avicola Paolo Parise	Donnici Inferiore	CS	Calabria	3497502359		https://wa.me/+393497502359?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/azienda-avicola-paolo-parise-uova-cs
